code,division,division_name,level,title,includes,may_include,alternate_terms,see,see_also,notes,discussion,parent_code,related_codes,chunk_text
02 51 33,02,EXISTING CONDITIONS,3,Surface Removal Decontamination,,,,,,,,02 51 00,[],02 51 33 — Surface Removal Decontamination
02 51 33.13,02,EXISTING CONDITIONS,4,Surface Removal Decontamination by Grinding,,,,,,,,02 51 33,[],02 51 33.13 — Surface Removal Decontamination by Grinding
02 51 33.16,02,EXISTING CONDITIONS,4,Surface Removal Decontamination by Sand Blasting,,,,,,,,02 51 33,[],02 51 33.16 — Surface Removal Decontamination by Sand Blasting
02 51 33.19,02,EXISTING CONDITIONS,4,Surface Removal Decontamination by Ultrasound,,,,,,,,02 51 33,[],02 51 33.19 — Surface Removal Decontamination by Ultrasound
02 52 00,02,EXISTING CONDITIONS,2,Chemical Decontamination,soil decontamination by chemical treatment processes.,,,02 51 00 for physical decontamination. 02 53 00 for thermal decontamination. 02 54 00 for biological decontamination. 02 55 00 for remediation soil stabilization. 02 61 00 for removal and disposal of contaminated soils.,,,,02 00 00,"['02 51 00', '02 53 00', '02 54 00', '02 55 00', '02 61 00']",02 52 00 — Chemical Decontamination Includes: soil decontamination by chemical treatment processes.
02 52 13,02,EXISTING CONDITIONS,3,Chemical Precipitation Decontamination,,,,,,,,02 52 00,[],02 52 13 — Chemical Precipitation Decontamination
02 52 16,02,EXISTING CONDITIONS,3,Ion Change Decontamination,,,,,,,,02 52 00,[],02 52 16 — Ion Change Decontamination
02 52 19,02,EXISTING CONDITIONS,3,Neutralization Decontamination,,,,,,,,02 52 00,[],02 52 19 — Neutralization Decontamination
02 53 00,02,EXISTING CONDITIONS,2,Thermal Decontamination,soil decontamination by thermal treatment processes.,,,02 51 00 for physical decontamination. 02 52 00 for chemical decontamination. 02 54 00 for biological decontamination. 02 55 00 for remediation soil stabilization. 02 61 00 for removal and disposal of contaminated soils.,,,,02 00 00,"['02 51 00', '02 52 00', '02 54 00', '02 55 00', '02 61 00']",02 53 00 — Thermal Decontamination Includes: soil decontamination by thermal treatment processes.
02 53 13,02,EXISTING CONDITIONS,3,Incineration Decontamination,,,,,,,,02 53 00,[],02 53 13 — Incineration Decontamination
02 53 13.13,02,EXISTING CONDITIONS,4,Remediation of Contaminated Soils and Sludges by Incineration,,,,,,,,02 53 13,[],02 53 13.13 — Remediation of Contaminated Soils and Sludges by Incineration
02 53 16,02,EXISTING CONDITIONS,3,Thermal Desorption Decontamination,,,,,,,,02 53 00,[],02 53 16 — Thermal Desorption Decontamination
02 53 16.13,02,EXISTING CONDITIONS,4,Remediation of Contaminated Soils by Thermal Desorption,,,,,,,,02 53 16,[],02 53 16.13 — Remediation of Contaminated Soils by Thermal Desorption
02 53 19,02,EXISTING CONDITIONS,3,Vitrification Decontamination,,,,,,,,02 53 00,[],02 53 19 — Vitrification Decontamination
02 54 00,02,EXISTING CONDITIONS,2,Biological Decontamination,soil decontamination by biological treatment processes.,,,02 51 00 for physical decontamination. 02 52 00 for chemical decontamination. 02 53 00 for thermal decontamination. 02 55 00 for remediation soil stabilization. 02 61 00 for removal and disposal of contaminated soils. 02 72 16 for biological water decontamination.,,,,02 00 00,"['02 51 00', '02 52 00', '02 53 00', '02 55 00', '02 61 00', '02 72 16']",02 54 00 — Biological Decontamination Includes: soil decontamination by biological treatment processes.
02 54 13,02,EXISTING CONDITIONS,3,Aerobic Processes Decontamination,,,,,,,,02 54 00,[],02 54 13 — Aerobic Processes Decontamination
02 54 16,02,EXISTING CONDITIONS,3,Anaerobic Processes Decontamination,,,,,,,,02 54 00,[],02 54 16 — Anaerobic Processes Decontamination
02 54 19,02,EXISTING CONDITIONS,3,Bioremediation Decontamination,,,,,,,,02 54 00,[],02 54 19 — Bioremediation Decontamination
02 54 19.13,02,EXISTING CONDITIONS,4,Bioremediation Using Landfarming,,,,,,,,02 54 19,[],02 54 19.13 — Bioremediation Using Landfarming
02 54 19.16,02,EXISTING CONDITIONS,4,Bioremediation of Soils Using Windrow Composting,,,,,,,,02 54 19,[],02 54 19.16 — Bioremediation of Soils Using Windrow Composting
02 54 19.19,02,EXISTING CONDITIONS,4,Bioremediation Using Bacteria Injection,,,,,,,,02 54 19,[],02 54 19.19 — Bioremediation Using Bacteria Injection
02 54 23,02,EXISTING CONDITIONS,3,Soil Washing Through Separation/Solubilization,,,,,,,,02 54 00,[],02 54 23 — Soil Washing Through Separation/Solubilization
02 54 26,02,EXISTING CONDITIONS,3,Organic Decontamination,,,,,,,,02 54 00,[],02 54 26 — Organic Decontamination
02 55 00,02,EXISTING CONDITIONS,2,Remediation Soil Stabilization,insitu and exsitu soil stabilization for remediation.,,,02 51 00 for physical decontamination. 02 52 00 for chemical decontamination. 02 53 00 for thermal decontamination. 02 54 00 for biological decontamination. 02 61 00 for removal and disposal of contaminated soils. 31 32 00 for soil stabilization.,,,,02 00 00,"['02 51 00', '02 52 00', '02 53 00', '02 54 00', '02 61 00', '31 32 00']",02 55 00 — Remediation Soil Stabilization Includes: insitu and exsitu soil stabilization for remediation.
02 56 00,02,EXISTING CONDITIONS,2,Site Containment,containment of contaminated site materials.,,,31 21 00 for off-gassing mitigation. 31 35 26 for containment barriers.,,,,02 00 00,"['31 21 00', '31 35 26']",02 56 00 — Site Containment Includes: containment of contaminated site materials.
02 56 13,02,EXISTING CONDITIONS,3,Waste Containment,,,,,,,,02 56 00,[],02 56 13 — Waste Containment
02 56 13.13,02,EXISTING CONDITIONS,4,Geomembrane Waste Containment,,,,,,,,02 56 13,[],02 56 13.13 — Geomembrane Waste Containment
02 56 19,02,EXISTING CONDITIONS,3,Gas Containment,,,,,,,,02 56 00,[],02 56 19 — Gas Containment
02 56 19.13,02,EXISTING CONDITIONS,4,Fluid-Applied Gas Barrier,,,,,,,,02 56 19,[],02 56 19.13 — Fluid-Applied Gas Barrier
02 57 00,02,EXISTING CONDITIONS,2,Sinkhole Remediation,remediation of underground voids in soluble rock created by groundwater.,,sinkholes: karst.,,31 23 23 for backfilling. 31 43 13 for pressure grouting. 31 43 16 for compaction grouting.,,,02 00 00,"['31 23 23', '31 43 13', '31 43 16']",02 57 00 — Sinkhole Remediation Includes: remediation of underground voids in soluble rock created by groundwater. Also known as: sinkholes: karst.
02 57 13,02,EXISTING CONDITIONS,3,Sinkhole Remediation by Grouting,,,,,,,,02 57 00,[],02 57 13 — Sinkhole Remediation by Grouting
02 57 13.13,02,EXISTING CONDITIONS,4,Sinkhole Remediation by Compaction Grouting,,,,,,,,02 57 13,[],02 57 13.13 — Sinkhole Remediation by Compaction Grouting
02 57 13.16,02,EXISTING CONDITIONS,4,Sinkhole Remediation by Cap Grouting,,,,,,,,02 57 13,[],02 57 13.16 — Sinkhole Remediation by Cap Grouting
02 57 16,02,EXISTING CONDITIONS,3,Sinkhole Remediation by Backfilling,,,,,,,,02 57 00,[],02 57 16 — Sinkhole Remediation by Backfilling
02 58 00,02,EXISTING CONDITIONS,2,Snow Control,permanent means to control the movement of snow on the site.,,,01 56 26 for temporary fencing. 32 31 00 for fences and gates.,,,,02 00 00,"['01 56 26', '32 31 00']",02 58 00 — Snow Control Includes: permanent means to control the movement of snow on the site.
02 58 13,02,EXISTING CONDITIONS,3,Snow Fencing,,,,,,,,02 58 00,[],02 58 13 — Snow Fencing
02 58 16,02,EXISTING CONDITIONS,3,Snow Avalanche Control,,,,,,,,02 58 00,[],02 58 16 — Snow Avalanche Control
02 60 00,02,EXISTING CONDITIONS,2,Contaminated Site Material Removal,removal and disposal of contaminated site materials.,,,02 24 23 for chemical sampling and analysis of soils. 02 50 00 for site remediation. 02 70 00 for water remediation. 02 80 00 for remediation of materials within structures. 44 50 00 for solid waste control and reuse.,,,,02 00 00,"['02 24 23', '02 50 00', '02 70 00', '02 80 00', '44 50 00']",02 60 00 — Contaminated Site Material Removal Includes: removal and disposal of contaminated site materials.
02 61 00,02,EXISTING CONDITIONS,2,Removal and Disposal of Contaminated Soils,removal of toxic and hazardous site materials.,,PCB: polychlorinate biphenyl.,02 51 00 for physical decontamination. 02 52 00 for chemical decontamination. 02 53 00 for thermal decontamination. 02 54 00 for biological decontamination. 02 55 00 for remediation soil stabilization. 02 81 00 for transportation and disposal of hazardous materials within structures. 02 82 00 for remediation of asbestos materials within structures. 02 84 00 for remediation of PCB materials within structures. 31 23 16 for excavation.,,,,02 00 00,"['02 51 00', '02 52 00', '02 53 00', '02 54 00', '02 55 00', '02 81 00', '02 82 00', '02 84 00', '31 23 16']",02 61 00 — Removal and Disposal of Contaminated Soils Includes: removal of toxic and hazardous site materials. Also known as: PCB: polychlorinate biphenyl.
02 61 13,02,EXISTING CONDITIONS,3,Excavation and Handling of Contaminated Material,,,,,,,,02 61 00,[],02 61 13 — Excavation and Handling of Contaminated Material
02 61 23,02,EXISTING CONDITIONS,3,Removal and Disposal of Polychlorinate Biphenyl Contaminated Soils,,,,,,,,02 61 00,[],02 61 23 — Removal and Disposal of Polychlorinate Biphenyl Contaminated Soils
02 61 26,02,EXISTING CONDITIONS,3,Removal and Disposal of Asbestos Contaminated Soils,,,,,,,,02 61 00,[],02 61 26 — Removal and Disposal of Asbestos Contaminated Soils
02 61 29,02,EXISTING CONDITIONS,3,Removal and Disposal of Organically Contaminated Soils,,,,,,,,02 61 00,[],02 61 29 — Removal and Disposal of Organically Contaminated Soils
02 62 00,02,EXISTING CONDITIONS,2,Hazardous Waste Recovery Processes,removal of hazardous and toxic materials from soil.,removal of hazardous and toxic materials from air and water.,,43 30 00 for gas and liquid purification equipment. 44 10 00 for air pollution control.,,,,02 00 00,"['43 30 00', '44 10 00']",02 62 00 — Hazardous Waste Recovery Processes Includes: removal of hazardous and toxic materials from soil. May include: removal of hazardous and toxic materials from air and water.
02 62 13,02,EXISTING CONDITIONS,3,Air and Steam Stripping,,,,,,,,02 62 00,[],02 62 13 — Air and Steam Stripping
02 62 16,02,EXISTING CONDITIONS,3,Soil Vapor Extraction,,,,,,,,02 62 00,[],02 62 16 — Soil Vapor Extraction
02 62 19,02,EXISTING CONDITIONS,3,Soil Washing and Flushing,,,,,,,,02 62 00,[],02 62 19 — Soil Washing and Flushing
02 65 00,02,EXISTING CONDITIONS,2,Underground Storage Tank Removal,removal of underground tanks and appurtenances which have been used to store toxic and hazardous materials.,,,02 86 00 for hazardous waste drum handling. 31 23 16 for excavation.,,,,02 00 00,"['02 86 00', '31 23 16']",02 65 00 — Underground Storage Tank Removal Includes: removal of underground tanks and appurtenances which have been used to store toxic and hazardous materials.
02 70 00,02,EXISTING CONDITIONS,2,Water Remediation,remediation of contaminated water.,,,02 50 00 for site remediation. 02 60 00 for contaminated site material removal. 02 80 00 for remediation of materials within structures. 44 40 00 for water pollution control equipment.,,,,02 00 00,"['02 50 00', '02 60 00', '02 80 00', '44 40 00']",02 70 00 — Water Remediation Includes: remediation of contaminated water.
02 71 00,02,EXISTING CONDITIONS,2,Groundwater Treatment,treatment of contaminated groundwater.,,,02 32 23 for groundwater monitoring before construction. 33 11 53 for monitoring wells.,,,,02 00 00,"['02 32 23', '33 11 53']",02 71 00 — Groundwater Treatment Includes: treatment of contaminated groundwater.
02 72 00,02,EXISTING CONDITIONS,2,Water Decontamination,decontamination technologies for treatment of contaminated water.,,,02 54 00 for biological soil decontamination. 43 30 00 for gas and liquid purification equipment. 44 40 00 for water pollution control equipment.,,,,02 00 00,"['02 54 00', '43 30 00', '44 40 00']",02 72 00 — Water Decontamination Includes: decontamination technologies for treatment of contaminated water.
02 72 13,02,EXISTING CONDITIONS,3,Chemical Water Decontamination,,,,,,,,02 72 00,[],02 72 13 — Chemical Water Decontamination
02 72 16,02,EXISTING CONDITIONS,3,Biological Water Decontamination,,,,,,,,02 72 00,[],02 72 16 — Biological Water Decontamination
02 72 19,02,EXISTING CONDITIONS,3,Electrolysis Water Decontamination,,,,,,,,02 72 00,[],02 72 19 — Electrolysis Water Decontamination
02 80 00,02,EXISTING CONDITIONS,2,Facility Remediation,remediation technologies for abatement and removal and disposal of contaminated materials within structures.,,hazardous materials: poisonous materials.,00 31 00 for existing hazardous materials information. 02 26 00 for hazardous materials assessment. 02 50 00 for remediation of site materials. 02 60 00 for contaminated site material removal. 02 70 00 for water remediation.,,,,02 00 00,"['00 31 00', '02 26 00', '02 50 00', '02 60 00', '02 70 00']",02 80 00 — Facility Remediation Includes: remediation technologies for abatement and removal and disposal of contaminated materials within structures. Also known as: hazardous materials: poisonous materials.
02 81 00,02,EXISTING CONDITIONS,2,Transportation and Disposal of Hazardous Materials,requirements for transporting and disposal of hazardous materials within structures.,,,01 35 43 for environmental procedures for hazardous materials. 02 61 00 for removal and disposal of contaminated site materials. 44 50 00 for solid waste control and reuse.,,,,02 00 00,"['01 35 43', '02 61 00', '44 50 00']",02 81 00 — Transportation and Disposal of Hazardous Materials Includes: requirements for transporting and disposal of hazardous materials within structures.
02 82 00,02,EXISTING CONDITIONS,2,Asbestos Remediation,abatement or removal of asbestos material within structures.,,,00 31 26 for existing asbestos information provided to bidders or proposers before construction begins. 02 26 23 for asbestos assessments performed under the contract. 02 61 26 for removal and disposal of asbestos site materials.,,,,02 00 00,"['00 31 26', '02 26 23', '02 61 26']",02 82 00 — Asbestos Remediation Includes: abatement or removal of asbestos material within structures.
02 82 13,02,EXISTING CONDITIONS,3,Asbestos Abatement,"abatement or removal of asbestos material within structures, and removal of piping with coatings of asbestos-containing material (ACM), removal of ACM-contaminated pipeline coatings or coverings, cutting of pipelines containing, covered, or coated with ACM, and monitoring of work area during cutting and cleaning operations.",,,,,,,02 82 00,[],"02 82 13 — Asbestos Abatement Includes: abatement or removal of asbestos material within structures, and removal of piping with coatings of asbestos-containing material (ACM), removal of ACM-contaminated pipeline coatings or coverings, cutting of pipelines containing, covered, or coated with ACM, and monitoring of work area during cutting and cleaning operations."
02 82 13.13,02,EXISTING CONDITIONS,4,Glovebag Asbestos Abatement,,,,,,,,02 82 13,[],02 82 13.13 — Glovebag Asbestos Abatement
02 82 13.16,02,EXISTING CONDITIONS,4,Precautions for Asbestos Abatement,,,,,,,,02 82 13,[],02 82 13.16 — Precautions for Asbestos Abatement
02 82 13.19,02,EXISTING CONDITIONS,4,Asbestos Floor Tile and Mastic Abatement,,,,,,,,02 82 13,[],02 82 13.19 — Asbestos Floor Tile and Mastic Abatement
02 82 13.33,02,EXISTING CONDITIONS,4,Asbestos Abatement for Utilities,,,,,,,,02 82 13,[],02 82 13.33 — Asbestos Abatement for Utilities
02 82 16,02,EXISTING CONDITIONS,3,Engineering Control of Asbestos Containing Materials,,,,,,,,02 82 00,[],02 82 16 — Engineering Control of Asbestos Containing Materials
02 82 33,02,EXISTING CONDITIONS,3,Removal and Disposal of Asbestos Containing Materials,,,,,,,,02 82 00,[],02 82 33 — Removal and Disposal of Asbestos Containing Materials
02 83 00,02,EXISTING CONDITIONS,2,Lead Remediation,abatement or removal of lead material within structures.,,,00 31 26 for existing lead information provided to bidders or proposers before construction begins. 02 26 26 for lead assessments performed under the contract.,,,,02 00 00,"['00 31 26', '02 26 26']",02 83 00 — Lead Remediation Includes: abatement or removal of lead material within structures.
02 83 13,02,EXISTING CONDITIONS,3,Lead Hazard Control Activities,,,,,,,,02 83 00,[],02 83 13 — Lead Hazard Control Activities
02 83 19,02,EXISTING CONDITIONS,3,Lead-Based Paint Remediation,,,,,,,,02 83 00,[],02 83 19 — Lead-Based Paint Remediation
